Turns,level,HITtype_ID,Worker_ID,Dialogueacts,Responses
78,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
78,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.continuation,"Yeah, I ""love"" having to vacuum my car."
,,,,,
78,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A18SEIIWQWLKHT,Answer.continuation,"I love vacuuming my car too, haha, but it's worth it for all the fun we've had."
,,,,,
78,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2Y6D2NWD984V1,Answer.continuation,"For all the sand in my shoes, the sunburned noses and the smell of fish, I would pick up and go to the beach today if was possible."
,,,,,
78,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.continuation,"Although its easy to get burned at the beach, its well worth it."
,,,,,
79,0,---,---,prompt,I love walking along the beach.
,,,,,
79,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
79,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.continuation,"Yeah, I ""love"" having to vacuum my car."
,,,,,
79,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A18SEIIWQWLKHT,Answer.continuation,"I love vacuuming my car too, haha, but it's worth it for all the fun we've had."
,,,,,
79,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2Y6D2NWD984V1,Answer.elaboration,My family used to spend weeks camping along one beach or another.
,,,,,
79,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.elaboration,"Yea, there are lots of great beaches out there."
,,,,,
80,0,---,---,prompt,I love walking along the beach.
,,,,,
80,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
80,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.continuation,"Yeah, I ""love"" having to vacuum my car."
,,,,,
80,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A18SEIIWQWLKHT,Answer.continuation,"I love vacuuming my car too, haha, but it's worth it for all the fun we've had."
,,,,,
80,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2Y6D2NWD984V1,Answer.joking,"During the summer I would turn feral: hair wild, face tanned dark, and the soles of my feet hard as leather."
,,,,,
80,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.joking,"Yea, that sounds like the description of the clown next down."
,,,,,
81,0,---,---,prompt,I love walking along the beach.
,,,,,
81,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
81,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A3EQR9C0L23O6E,Answer.elaboration,I also like going to lakes.
,,,,,
81,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2C27YTQSQ1GXS,Answer.continuation,Me too I have gone to Lake Ontario a few times
,,,,,
81,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.change,I love lakes and nature but I hate the cold. Nothing gets to me more than cold weather because it feels like you're freezing from the inside out.
,,,,,
81,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.change,I love sitting in the sun.
,,,,,
82,0,---,---,prompt,I love walking along the beach.
,,,,,
82,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
82,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A3EQR9C0L23O6E,Answer.elaboration,I also like going to lakes.
,,,,,
82,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2C27YTQSQ1GXS,Answer.continuation,Me too I have gone to Lake Ontario a few times
,,,,,
82,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.continuation,"I've always wanted to visit Canada. I hear that they have some beautiful greenery up there, and the scenery is supposed to be picturesque."
,,,,,
82,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.continuation,"Yea, it really is a beautiful place. I have been multiple times."
,,,,,
83,0,---,---,prompt,I love walking along the beach.
,,,,,
83,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
83,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A3EQR9C0L23O6E,Answer.elaboration,I also like going to lakes.
,,,,,
83,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2C27YTQSQ1GXS,Answer.continuation,Me too I have gone to Lake Ontario a few times
,,,,,
83,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.elaboration,I'd love to go there in the summer to experience the beauty of the open woods but I'd hate the winters.
,,,,,
83,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.elaboration,"Sometimes the snow can be beautiful, but annoying."
,,,,,
84,0,---,---,prompt,I love walking along the beach.
,,,,,
84,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
84,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A3EQR9C0L23O6E,Answer.elaboration,I also like going to lakes.
,,,,,
84,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2C27YTQSQ1GXS,Answer.elaboration,The beach reminds me of a peaceful place
,,,,,
84,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A3MDIA7JN82PF,Answer.change,"For me, the mountains make me thing of a perfect, ""happy place""."
,,,,,
84,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.joking,"Yea, nothing like being alone on a mountain"
,,,,,
85,0,---,---,prompt,I love walking along the beach.
,,,,,
85,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
85,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A3EQR9C0L23O6E,Answer.elaboration,I also like going to lakes.
,,,,,
85,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2C27YTQSQ1GXS,Answer.elaboration,The beach reminds me of a peaceful place
,,,,,
85,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A3MDIA7JN82PF,Answer.continuation,It's the same for me. The beach is a place where I can easily sit and meditate and pray.
,,,,,
85,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2YE2I9DYV9OKW,Answer.change,"I was reading an article that said that ""mindfulness"" meditation has a lot of benefits for your brain."
,,,,,
86,0,---,---,prompt,I love walking along the beach.
,,,,,
86,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
86,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A3EQR9C0L23O6E,Answer.elaboration,I also like going to lakes.
,,,,,
86,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2C27YTQSQ1GXS,Answer.elaboration,The beach reminds me of a peaceful place
,,,,,
86,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A3MDIA7JN82PF,Answer.elaboration,"I feel like we can feel so rested at the beach because it calms all of our senses. We can touch the sand, hear the waves, smell the salt. All we have to do is buy a treat to eat and we have calming input coming into all of our senses!"
,,,,,
86,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.continuation,"Yea, we can get some pizza and enjoy that by the pizza."
,,,,,
87,0,---,---,prompt,I love walking along the beach.
,,,,,
87,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
87,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A3EQR9C0L23O6E,Answer.elaboration,I also like going to lakes.
,,,,,
87,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2C27YTQSQ1GXS,Answer.elaboration,The beach reminds me of a peaceful place
,,,,,
87,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A3MDIA7JN82PF,Answer.joking,"See, ever since I watched Jaws, the beach isn't quite the same for me, you know?"
,,,,,
87,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.elaboration,"Yea, the shark made you think you are going to get eaten."
,,,,,
88,0,---,---,prompt,I love walking along the beach.
,,,,,
88,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
88,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A3EQR9C0L23O6E,Answer.elaboration,I also like going to lakes.
,,,,,
88,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2C27YTQSQ1GXS,Answer.joking,I wouldn't imagine getting sand in your shoes is very comfortable. But that's all part of the beach experience
,,,,,
88,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A13NOSGEQMNGP8,Answer.change,How close do you live to the beach?  Is it a long drive to get there?
,,,,,
88,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2RKPHMUAYF2P9,Answer.joking,"Nope, you can make it with a 3-wood."
,,,,,
89,0,---,---,prompt,I love walking along the beach.
,,,,,
89,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
89,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A3EQR9C0L23O6E,Answer.elaboration,I also like going to lakes.
,,,,,
89,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2C27YTQSQ1GXS,Answer.joking,I wouldn't imagine getting sand in your shoes is very comfortable. But that's all part of the beach experience
,,,,,
89,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A13NOSGEQMNGP8,Answer.continuation,"It is part of the whole experience, but cleaning the car can really take some time."
,,,,,
89,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,AJF954955YWZG,Answer.change,I know. Cleaning the car is almost as time consuming as shampooing the carpet.
,,,,,
90,0,---,---,prompt,I love walking along the beach.
,,,,,
90,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
90,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A3EQR9C0L23O6E,Answer.elaboration,I also like going to lakes.
,,,,,
90,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2C27YTQSQ1GXS,Answer.joking,I wouldn't imagine getting sand in your shoes is very comfortable. But that's all part of the beach experience
,,,,,
90,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A13NOSGEQMNGP8,Answer.elaboration,I love walking the beach but I also really enjoy playing in the waves.
,,,,,
90,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,AJF954955YWZG,Answer.continuation,I know. The entire experience is unforgettable. Waves are the best part.
,,,,,
91,0,---,---,prompt,I love walking along the beach.
,,,,,
91,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
91,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A3EQR9C0L23O6E,Answer.elaboration,I also like going to lakes.
,,,,,
91,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2C27YTQSQ1GXS,Answer.joking,I wouldn't imagine getting sand in your shoes is very comfortable. But that's all part of the beach experience
,,,,,
91,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A13NOSGEQMNGP8,Answer.joking,"Sand in your shoes and a possible sunburn are part of the experience, neither of which makes it sound that fun!"
,,,,,
91,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A1GR8T8TUTJO00,Answer.elaboration,Sunburns always turn into tans though.
,,,,,
92,0,---,---,prompt,I love walking along the beach.
,,,,,
92,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
92,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A3EQR9C0L23O6E,Answer.elaboration,I also like going to lakes.
,,,,,
92,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2ZOM62DKMSWDK,Answer.change,"Actually, lakes can have some weird stuff in them. Have you ever stepped on anything squirmy in the lake? I hear they've got eels and bloodsuckers, icky."
,,,,,
92,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A13NOSGEQMNGP8,Answer.change,I also like to kayak but for that I prefer the ocean.  Have you tried kayaking?
,,,,,
92,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2RKPHMUAYF2P9,Answer.joking,"Yeah, but I think HipMunk is better."
,,,,,
93,0,---,---,prompt,I love walking along the beach.
,,,,,
93,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
93,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A3EQR9C0L23O6E,Answer.elaboration,I also like going to lakes.
,,,,,
93,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2ZOM62DKMSWDK,Answer.change,"Actually, lakes can have some weird stuff in them. Have you ever stepped on anything squirmy in the lake? I hear they've got eels and bloodsuckers, icky."
,,,,,
93,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A13NOSGEQMNGP8,Answer.continuation,"I have stepped on some weird creatures in the lake, but nothing scary enough to make me stop swimming."
,,,,,
93,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,AJF954955YWZG,Answer.change,"Rivers are so much better than lakes. I think the rushing water is better on a hot day, than stagnant water."
,,,,,
94,0,---,---,prompt,I love walking along the beach.
,,,,,
94,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
94,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A3EQR9C0L23O6E,Answer.elaboration,I also like going to lakes.
,,,,,
94,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2ZOM62DKMSWDK,Answer.change,"Actually, lakes can have some weird stuff in them. Have you ever stepped on anything squirmy in the lake? I hear they've got eels and bloodsuckers, icky."
,,,,,
94,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A13NOSGEQMNGP8,Answer.elaboration,I really like water skiing when I visit the lake.  It scary and fun at the same time.
,,,,,
94,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.continuation,"Yea, it is thrilling and especially fun if you're good."
,,,,,
95,0,---,---,prompt,I love walking along the beach.
,,,,,
95,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
95,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A3EQR9C0L23O6E,Answer.elaboration,I also like going to lakes.
,,,,,
95,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2ZOM62DKMSWDK,Answer.continuation,I actually prefer lakes to the ocean. Salt water makes you feel so sticky when you dry off.
,,,,,
95,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.change,I love how smooth lakes are. They allow for a lot of unique water activities such as wake surfing.
,,,,,
95,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.elaboration,Smooth lakes are perfect for just relaxing.
,,,,,
96,0,---,---,prompt,I love walking along the beach.
,,,,,
96,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
96,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A3EQR9C0L23O6E,Answer.elaboration,I also like going to lakes.
,,,,,
96,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2ZOM62DKMSWDK,Answer.continuation,I actually prefer lakes to the ocean. Salt water makes you feel so sticky when you dry off.
,,,,,
96,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.continuation,I have so many good memories of being out on lakes. I enjoyed extreme water sports such as wake boarding and skiing so I spent a lot of time on a ski boat on the water.
,,,,,
96,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.joking,"Yea, I just love getting sea sick."
,,,,,
97,0,---,---,prompt,I love walking along the beach.
,,,,,
97,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
97,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A3EQR9C0L23O6E,Answer.elaboration,I also like going to lakes.
,,,,,
97,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2ZOM62DKMSWDK,Answer.elaboration,"You can do a lot of the same things in a lake as in the ocean, except maybe surfing. If the lake is big enough, you can go sail boating, and they have these new boards now you can stand on and paddle your way around."
,,,,,
97,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,ASI2B6A3Y556Z,Answer.change,The mountains are nice too especially in the fall when the weather is nice and the leaves are changing.
,,,,,
97,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,AE3CVK2OYA242,Answer.change,Nothing is more beautiful than seeing the leaves change. Fall is my favorite season.
,,,,,
98,0,---,---,prompt,I love walking along the beach.
,,,,,
98,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
98,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A3EQR9C0L23O6E,Answer.elaboration,I also like going to lakes.
,,,,,
98,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2ZOM62DKMSWDK,Answer.elaboration,"You can do a lot of the same things in a lake as in the ocean, except maybe surfing. If the lake is big enough, you can go sail boating, and they have these new boards now you can stand on and paddle your way around."
,,,,,
98,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,ASI2B6A3Y556Z,Answer.continuation,Paddle boards?  Those look like a lot of fun.  We should try to find some place we can rent a couple.
,,,,,
98,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A3PB0KSWXYUEAY,Answer.continuation,I would be down. It is a great upper body workout to go on paddle boards.
,,,,,
99,0,---,---,prompt,I love walking along the beach.
,,,,,
99,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
99,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A3EQR9C0L23O6E,Answer.elaboration,I also like going to lakes.
,,,,,
99,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2ZOM62DKMSWDK,Answer.elaboration,"You can do a lot of the same things in a lake as in the ocean, except maybe surfing. If the lake is big enough, you can go sail boating, and they have these new boards now you can stand on and paddle your way around."
,,,,,
99,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,ASI2B6A3Y556Z,Answer.elaboration,My favorite thing to a the lake near me is canoeing.  Every once and a while the park offers sunset canoe trips.  It is so peaceful and beautiful to be out on the lake at the end of the day.
,,,,,
99,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A3OWGVIP4VYSPV,Answer.elaboration,I did like paddling in the quiet. I'd love to go again.
,,,,,
100,0,---,---,prompt,I love walking along the beach.
,,,,,
100,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
100,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A3EQR9C0L23O6E,Answer.elaboration,I also like going to lakes.
,,,,,
100,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2YE2I9DYV9OKW,Answer.continuation,"Lakes are pretty nice, especially if you can go out on a boat."
,,,,,
100,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A3GNQDFPZALU92,Answer.change,"Yeah, I like outdoor things in general. I'm a big fan of camping out, too. Not many people are, it seems, but I love a night in the woods in a tent, campfire, the whole nine yards."
,,,,,
100,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,ARD7DVIUFLRA7,Answer.joking,You love the bugs and bears too?!
,,,,,
101,0,---,---,prompt,I love walking along the beach.
,,,,,
101,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
101,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A3EQR9C0L23O6E,Answer.elaboration,I also like going to lakes.
,,,,,
101,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2YE2I9DYV9OKW,Answer.continuation,"Lakes are pretty nice, especially if you can go out on a boat."
,,,,,
101,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A3GNQDFPZALU92,Answer.continuation,"Yeah, I like boating, too. I try and do it a lot during the summer, just go out to the lake and relax and spend time with friends or alone or whatever. Always a nice day."
,,,,,
101,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2YE2I9DYV9OKW,Answer.change,"Speaking of summer, once my kids are out of school we're thinking of taking them on an old-school road trip to see some sights."
,,,,,
102,0,---,---,prompt,I love walking along the beach.
,,,,,
102,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
102,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A3EQR9C0L23O6E,Answer.elaboration,I also like going to lakes.
,,,,,
102,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2YE2I9DYV9OKW,Answer.continuation,"Lakes are pretty nice, especially if you can go out on a boat."
,,,,,
102,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A3GNQDFPZALU92,Answer.elaboration,"Yeah, I love boating. I just love the water in general, actually. I like boating, canoing, wake-boarding, scuba diving. Anything in the water, I'm cool with it."
,,,,,
102,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A3OWGVIP4VYSPV,Answer.continuation,Do you still enjoy tubing? You used to go all the time.
,,,,,
103,0,---,---,prompt,I love walking along the beach.
,,,,,
103,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
103,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A3EQR9C0L23O6E,Answer.elaboration,I also like going to lakes.
,,,,,
103,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2YE2I9DYV9OKW,Answer.continuation,"Lakes are pretty nice, especially if you can go out on a boat."
,,,,,
103,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A3GNQDFPZALU92,Answer.joking,"Yeah, that's good thinking there. I was wondering why, when I go out without a boat, I always get drenched. That really had me stumped, but wow, I think you figured it out. You're a smart one, huh?"
,,,,,
103,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.elaboration,Why do you go on a lake without a boat?
,,,,,
104,0,---,---,prompt,I love walking along the beach.
,,,,,
104,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
104,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A3EQR9C0L23O6E,Answer.elaboration,I also like going to lakes.
,,,,,
104,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2YE2I9DYV9OKW,Answer.elaboration,Lakes always remind me of the times my Dad took me fishing.
,,,,,
104,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2Y6D2NWD984V1,Answer.continuation,Fishing was more about just spending time with my Dad than about bringing in the big haul.
,,,,,
104,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A3OWGVIP4VYSPV,Answer.joking,You hated fish but ate more than either of us.
,,,,,
105,0,---,---,prompt,I love walking along the beach.
,,,,,
105,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
105,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A3EQR9C0L23O6E,Answer.elaboration,I also like going to lakes.
,,,,,
105,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2YE2I9DYV9OKW,Answer.elaboration,Lakes always remind me of the times my Dad took me fishing.
,,,,,
105,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2Y6D2NWD984V1,Answer.elaboration,We would sit for hours gently rocking back and forth in a small fishing boat.
,,,,,
105,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2YE2I9DYV9OKW,Answer.change,Sometimes instead of fishing I'd just go around the shore hunting for frogs with the fishing net.
,,,,,
106,0,---,---,prompt,I love walking along the beach.
,,,,,
